T,TM,Tm,SLP,H,VV,V,VM,PM 2.5
21.6,29.2,15.3,-,51,6.9,3.9,5.4,332.708
21.6,29.2,15.3,-,51,6.9,3.9,5.4,332.708
21.6,29.2,15.3,-,51,6.9,3.9,5.4,332.708
21.4,29.2,15.2,-,45,6.9,2.8,5.4,279.6
21.4,29.2,15.2,-,45,6.9,2.8,5.4,279.6
21.4,29.2,15.2,-,45,6.9,2.8,5.4,279.6
21.8,29.6,14.4,-,37,7.4,2.2,3.5,179.11700000000002
21.8,29.6,14.4,-,37,7.4,2.2,3.5,179.11700000000002
21.8,29.6,14.4,-,37,7.4,2.2,3.5,179.11700000000002
24.6,32.2,18.8,-,55,6.9,2.2,3.5,54.792
24.6,32.2,18.8,-,55,6.9,2.2,3.5,54.792
24.6,32.2,18.8,-,55,6.9,2.2,3.5,54.792
24.6,32.2,21.0,-,63,5.5,3.9,9.4,93.375
24.6,32.2,21.0,-,63,5.5,3.9,9.4,93.375
24.6,32.2,21.0,-,63,5.5,3.9,9.4,93.375
23.9,31.6,19.0,-,51,6.6,5.9,9.4,103.0
23.9,31.6,19.0,-,51,6.6,5.9,9.4,103.0
23.9,31.6,19.0,-,51,6.6,5.9,9.4,103.0
24.5,31.5,18.9,-,49,6.9,4.8,9.4,132.208
24.5,31.5,18.9,-,49,6.9,4.8,9.4,132.208
24.5,31.5,18.9,-,49,6.9,4.8,9.4,132.208
23.9,31.5,19.7,-,64,6.3,5.2,9.4,127.708
23.9,31.5,19.7,-,64,6.3,5.2,9.4,127.708
23.9,31.5,19.7,-,64,6.3,5.2,9.4,127.708
24.3,31.4,20.2,-,68,6.9,3.5,5.4,109.333
24.3,31.4,20.2,-,68,6.9,3.5,5.4,109.333
24.3,31.4,20.2,-,68,6.9,3.5,5.4,109.333
24.8,31.8,20.5,-,62,6.3,2.0,5.4,56.458
24.8,31.8,20.5,-,62,6.3,2.0,5.4,56.458
24.8,31.8,20.5,-,62,6.3,2.0,5.4,56.458
24.5,32.2,19.7,-,59,6.6,3.9,5.4,135.833
24.5,32.2,19.7,-,59,6.6,3.9,5.4,135.833
24.5,32.2,19.7,-,59,6.6,3.9,5.4,135.833
24.3,32.2,18.0,-,47,6.9,5.0,9.4,122.5
24.3,32.2,18.0,-,47,6.9,5.0,9.4,122.5
24.3,32.2,18.0,-,47,6.9,5.0,9.4,122.5
24.1,33.4,15.9,-,29,7.7,3.5,5.4,69.667
24.1,33.4,15.9,-,29,7.7,3.5,5.4,69.667
24.1,33.4,15.9,-,29,7.7,3.5,5.4,69.667
24.7,32.4,16.3,-,30,6.9,5.0,9.4,79.833
24.7,32.4,16.3,-,30,6.9,5.0,9.4,79.833
24.7,32.4,16.3,-,30,6.9,5.0,9.4,79.833
24.7,32.4,16.9,-,32,6.9,0.9,3.5,62.708
24.7,32.4,16.9,-,32,6.9,0.9,3.5,62.708
24.7,32.4,16.9,-,32,6.9,0.9,3.5,62.708
25.5,33.0,18.5,-,26,6.9,3.9,5.4,21.208000000000002
25.5,33.0,18.5,-,26,6.9,3.9,5.4,21.208000000000002
25.5,33.0,18.5,-,26,6.9,3.9,5.4,21.208000000000002
25.5,33.0,18.9,-,34,6.9,4.6,7.6,1.9169999999999998
25.5,33.0,18.9,-,34,6.9,4.6,7.6,1.9169999999999998
25.5,33.0,18.9,-,34,6.9,4.6,7.6,1.9169999999999998
25.3,33.2,18.5,-,31,6.9,3.5,5.4,1.8330000000000002
25.3,33.2,18.5,-,31,6.9,3.5,5.4,1.8330000000000002
25.3,33.2,18.5,-,31,6.9,3.5,5.4,1.8330000000000002
24.0,30.4,21.0,-,71,6.3,5.2,5.4,105.833
24.0,30.4,21.0,-,71,6.3,5.2,5.4,105.833
24.0,30.4,21.0,-,71,6.3,5.2,5.4,105.833
25.4,32.0,20.0,-,56,6.9,3.5,5.4,117.583
25.4,32.0,20.0,-,56,6.9,3.5,5.4,117.583
25.4,32.0,20.0,-,56,6.9,3.5,5.4,117.583
25.8,34.1,20.3,-,51,6.6,1.5,3.5,122.708
25.8,34.1,20.3,-,51,6.6,1.5,3.5,122.708
25.8,34.1,20.3,-,51,6.6,1.5,3.5,122.708
27.1,34.8,20.2,-,30,6.9,3.1,5.4,111.958
27.1,34.8,20.2,-,30,6.9,3.1,5.4,111.958
27.1,34.8,20.2,-,30,6.9,3.1,5.4,111.958
26.8,34.7,20.7,-,34,6.9,2.4,5.4,59.208
26.8,34.7,20.7,-,34,6.9,2.4,5.4,59.208
26.8,34.7,20.7,-,34,6.9,2.4,5.4,59.208
25.3,34.2,18.9,-,40,6.9,3.9,5.4,77.208
25.3,34.2,18.9,-,40,6.9,3.9,5.4,77.208
25.3,34.2,18.9,-,40,6.9,3.9,5.4,77.208
26.9,34.6,19.9,-,37,6.9,5.0,5.4,98.708
26.9,34.6,19.9,-,37,6.9,5.0,5.4,98.708
26.9,34.6,19.9,-,37,6.9,5.0,5.4,98.708
27.1,34.6,20.4,-,39,6.9,5.0,7.6,123.708
27.1,34.6,20.4,-,39,6.9,5.0,7.6,123.708
27.1,34.6,20.4,-,39,6.9,5.0,7.6,123.708
26.8,34.5,20.5,-,32,6.9,4.6,7.6,64.792
26.8,34.5,20.5,-,32,6.9,4.6,7.6,64.792
26.8,34.5,20.5,-,32,6.9,4.6,7.6,64.792
28.1,34.8,21.3,-,44,6.3,3.9,7.6,52.333
28.1,34.8,21.3,-,44,6.3,3.9,7.6,52.333
28.1,34.8,21.3,-,44,6.3,3.9,7.6,52.333
28.8,35.4,23.2,-,44,6.9,4.3,5.4,52.042
28.8,35.4,23.2,-,44,6.9,4.3,5.4,52.042
28.8,35.4,23.2,-,44,6.9,4.3,5.4,52.042
28.5,35.8,22.9,-,39,6.9,3.7,7.6,128.333
28.5,35.8,22.9,-,39,6.9,3.7,7.6,128.333
28.5,35.8,22.9,-,39,6.9,3.7,7.6,128.333
28.1,36.5,22.4,-,57,6.9,3.1,5.4,0.0
28.1,36.5,22.4,-,57,6.9,3.1,5.4,0.0
28.1,36.5,22.4,-,57,6.9,3.1,5.4,0.0
27.2,36.5,20.7,-,58,6.9,4.3,7.6,23.208000000000002
27.2,36.5,20.7,-,58,6.9,4.3,7.6,23.208000000000002
27.2,36.5,20.7,-,58,6.9,4.3,7.6,23.208000000000002
26.9,34.9,22.2,-,54,6.9,5.0,11.1,15.167
26.9,34.9,22.2,-,54,6.9,5.0,11.1,15.167
26.9,34.9,22.2,-,54,6.9,5.0,11.1,15.167
27.8,34.9,22.1,-,58,6.9,3.5,7.6,21.25
27.8,34.9,22.1,-,58,6.9,3.5,7.6,21.25
27.8,34.9,22.1,-,58,6.9,3.5,7.6,21.25
29.9,36.8,23.3,-,41,6.9,3.7,7.6,81.833
29.9,36.8,23.3,-,41,6.9,3.7,7.6,81.833
29.9,36.8,23.3,-,41,6.9,3.7,7.6,81.833
29.4,36.8,24.4,-,44,6.9,2.0,7.6,105.333
29.4,36.8,24.4,-,44,6.9,2.0,7.6,105.333
29.4,36.8,24.4,-,44,6.9,2.0,7.6,105.333
29.6,36.0,24.5,-,42,6.9,3.9,7.6,117.75
29.6,36.0,24.5,-,42,6.9,3.9,7.6,117.75
29.6,36.0,24.5,-,42,6.9,3.9,7.6,117.75
27.7,36.2,21.4,-,42,6.9,3.5,3.5,84.5
27.7,36.2,21.4,-,42,6.9,3.5,3.5,84.5
27.7,36.2,21.4,-,42,6.9,3.5,3.5,84.5
29.2,35.9,23.1,-,50,6.9,3.9,7.6,46.917
29.2,35.9,23.1,-,50,6.9,3.9,7.6,46.917
29.2,35.9,23.1,-,50,6.9,3.9,7.6,46.917
27.5,35.9,22.6,-,56,6.3,5.9,11.1,104.625
27.5,35.9,22.6,-,56,6.3,5.9,11.1,104.625
27.5,35.9,22.6,-,56,6.3,5.9,11.1,104.625
28.2,35.8,22.5,-,50,6.9,5.0,7.6,110.875
28.2,35.8,22.5,-,50,6.9,5.0,7.6,110.875
28.2,35.8,22.5,-,50,6.9,5.0,7.6,110.875
28.9,35.7,23.3,-,45,6.9,3.5,5.4,42.958
28.9,35.7,23.3,-,45,6.9,3.5,5.4,42.958
28.9,35.7,23.3,-,45,6.9,3.5,5.4,42.958
28.2,35.7,22.6,-,53,6.9,4.6,5.4,0.0
28.2,35.7,22.6,-,53,6.9,4.6,5.4,0.0
28.2,35.7,22.6,-,53,6.9,4.6,5.4,0.0
28.4,34.7,23.3,-,54,6.9,3.3,5.4,120.875
28.4,34.7,23.3,-,54,6.9,3.3,5.4,120.875
28.4,34.7,23.3,-,54,6.9,3.3,5.4,120.875
28.2,34.5,24.4,-,56,6.9,3.0,5.4,79.917
28.2,34.5,24.4,-,56,6.9,3.0,5.4,79.917
28.2,34.5,24.4,-,56,6.9,3.0,5.4,79.917
28.4,35.3,23.3,-,56,7.7,3.3,5.4,0.0
28.4,35.3,23.3,-,56,7.7,3.3,5.4,0.0
28.4,35.3,23.3,-,56,7.7,3.3,5.4,0.0
28.7,37.0,22.7,-,43,6.9,3.5,5.4,94.75
28.7,37.0,22.7,-,43,6.9,3.5,5.4,94.75
28.7,37.0,22.7,-,43,6.9,3.5,5.4,94.75
29.6,37.6,24.0,-,51,6.9,4.8,7.6,142.5
29.6,37.6,24.0,-,51,6.9,4.8,7.6,142.5
29.6,37.6,24.0,-,51,6.9,4.8,7.6,142.5
28.3,37.6,24.0,-,58,6.9,6.5,11.1,133.375
28.3,37.6,24.0,-,58,6.9,6.5,11.1,133.375
28.3,37.6,24.0,-,58,6.9,6.5,11.1,133.375
28.8,35.1,24.3,-,58,6.9,4.6,5.4,147.833
28.8,35.1,24.3,-,58,6.9,4.6,5.4,147.833
28.8,35.1,24.3,-,58,6.9,4.6,5.4,147.833
28.0,35.1,23.4,-,61,6.9,5.9,7.6,158.292
28.0,35.1,23.4,-,61,6.9,5.9,7.6,158.292
28.0,35.1,23.4,-,61,6.9,5.9,7.6,158.292
26.9,35.3,22.2,-,63,6.9,4.3,7.6,149.583
26.9,35.3,22.2,-,63,6.9,4.3,7.6,149.583
26.9,35.3,22.2,-,63,6.9,4.3,7.6,149.583
26.1,32.1,22.1,-,68,6.9,4.4,5.4,101.5
26.1,32.1,22.1,-,68,6.9,4.4,5.4,101.5
26.1,32.1,22.1,-,68,6.9,4.4,5.4,101.5
26.3,32.1,21.9,-,63,6.9,6.5,11.1,106.5
26.3,32.1,21.9,-,63,6.9,6.5,11.1,106.5
26.3,32.1,21.9,-,63,6.9,6.5,11.1,106.5
26.4,33.8,21.6,-,58,7.6,5.6,7.6,128.125
26.4,33.8,21.6,-,58,7.6,5.6,7.6,128.125
26.4,33.8,21.6,-,58,7.6,5.6,7.6,128.125
26.2,35.7,22.4,-,71,6.9,3.0,5.4,101.958
26.2,35.7,22.4,-,71,6.9,3.0,5.4,101.958
26.2,35.7,22.4,-,71,6.9,3.0,5.4,101.958
25.2,33.8,21.4,-,75,6.3,5.0,7.6,98.417
25.2,33.8,21.4,-,75,6.3,5.0,7.6,98.417
25.2,33.8,21.4,-,75,6.3,5.0,7.6,98.417
27.3,34.0,20.9,-,64,6.9,5.0,9.4,94.375
27.3,34.0,20.9,-,64,6.9,5.0,9.4,94.375
27.3,34.0,20.9,-,64,6.9,5.0,9.4,94.375
26.5,33.5,22.0,-,58,6.3,8.0,11.1,107.625
26.5,33.5,22.0,-,58,6.3,8.0,11.1,107.625
26.5,33.5,22.0,-,58,6.3,8.0,11.1,107.625
26.6,33.0,22.0,-,62,6.9,6.3,7.6,110.417
26.6,33.0,22.0,-,62,6.9,6.3,7.6,110.417
26.6,33.0,22.0,-,62,6.9,6.3,7.6,110.417
25.5,33.0,20.6,-,66,6.9,6.3,7.6,95.833
25.5,33.0,20.6,-,66,6.9,6.3,7.6,95.833
25.5,33.0,20.6,-,66,6.9,6.3,7.6,95.833
23.7,31.3,20.8,-,81,5.8,2.8,5.4,72.25
23.7,31.3,20.8,-,81,5.8,2.8,5.4,72.25
23.7,31.3,20.8,-,81,5.8,2.8,5.4,72.25
21.8,29.4,20.0,-,90,5.5,6.1,7.6,38.667
21.8,29.4,20.0,-,90,5.5,6.1,7.6,38.667
21.8,29.4,20.0,-,90,5.5,6.1,7.6,38.667
22.3,27.6,20.0,-,86,5.5,6.1,9.4,45.375
22.3,27.6,20.0,-,86,5.5,6.1,9.4,45.375
22.3,27.6,20.0,-,86,5.5,6.1,9.4,45.375
22.3,27.6,19.2,-,85,5.5,6.3,7.6,65.167
22.3,27.6,19.2,-,85,5.5,6.3,7.6,65.167
22.3,27.6,19.2,-,85,5.5,6.3,7.6,65.167
23.8,29.9,21.0,-,80,6.9,8.7,11.1,66.083
23.8,29.9,21.0,-,80,6.9,8.7,11.1,66.083
23.8,29.9,21.0,-,80,6.9,8.7,11.1,66.083
23.0,28.8,20.1,-,77,6.3,8.1,11.1,77.667
23.0,28.8,20.1,-,77,6.3,8.1,11.1,77.667
23.0,28.8,20.1,-,77,6.3,8.1,11.1,77.667
23.8,28.4,20.1,-,70,6.9,12.4,18.3,70.25
23.8,28.4,20.1,-,70,6.9,12.4,18.3,70.25
23.8,28.4,20.1,-,70,6.9,12.4,18.3,70.25
23.7,28.3,20.0,-,69,6.9,11.3,14.8,56.292
23.7,28.3,20.0,-,69,6.9,11.3,14.8,56.292
23.7,28.3,20.0,-,69,6.9,11.3,14.8,56.292
23.7,28.3,20.5,-,70,6.3,9.8,16.5,77.0
23.7,28.3,20.5,-,70,6.3,9.8,16.5,77.0
23.7,28.3,20.5,-,70,6.3,9.8,16.5,77.0
23.4,28.6,20.0,-,74,6.9,9.6,11.1,32.958
23.4,28.6,20.0,-,74,6.9,9.6,11.1,32.958
23.4,28.6,20.0,-,74,6.9,9.6,11.1,32.958
24.3,29.2,20.2,-,71,7.4,8.5,11.1,80.625
24.3,29.2,20.2,-,71,7.4,8.5,11.1,80.625
24.3,29.2,20.2,-,71,7.4,8.5,11.1,80.625
23.6,30.2,20.3,-,74,6.9,7.2,9.4,90.708
23.6,30.2,20.3,-,74,6.9,7.2,9.4,90.708
23.6,30.2,20.3,-,74,6.9,7.2,9.4,90.708
23.4,30.2,20.0,-,78,6.9,5.0,5.4,97.292
23.4,30.2,20.0,-,78,6.9,5.0,5.4,97.292
23.4,30.2,20.0,-,78,6.9,5.0,5.4,97.292
23.4,28.4,20.6,-,77,6.9,8.9,18.3,50.708
23.4,28.4,20.6,-,77,6.9,8.9,18.3,50.708
23.4,28.4,20.6,-,77,6.9,8.9,18.3,50.708
22.4,27.8,20.4,-,87,6.9,5.2,5.4,40.375
22.4,27.8,20.4,-,87,6.9,5.2,5.4,40.375
22.4,27.8,20.4,-,87,6.9,5.2,5.4,40.375
23.5,28.5,20.6,-,75,6.9,5.7,7.6,49.417
23.5,28.5,20.6,-,75,6.9,5.7,7.6,49.417
23.5,28.5,20.6,-,75,6.9,5.7,7.6,49.417
23.7,29.2,19.4,-,70,6.9,8.5,14.8,61.875
23.7,29.2,19.4,-,70,6.9,8.5,14.8,61.875
23.7,29.2,19.4,-,70,6.9,8.5,14.8,61.875
22.6,29.2,19.8,-,79,5.5,6.9,11.1,0.0
22.6,29.2,19.8,-,79,5.5,6.9,11.1,0.0
22.6,29.2,19.8,-,79,5.5,6.9,11.1,0.0
22.2,28.1,19.9,-,83,6.9,6.7,11.1,29.666999999999998
22.2,28.1,19.9,-,83,6.9,6.7,11.1,29.666999999999998
22.2,28.1,19.9,-,83,6.9,6.7,11.1,29.666999999999998
23.3,29.6,20.6,-,76,6.3,5.0,9.4,49.125
23.3,29.6,20.6,-,76,6.3,5.0,9.4,49.125
23.3,29.6,20.6,-,76,6.3,5.0,9.4,49.125
23.8,28.7,20.5,-,73,6.9,5.7,9.4,43.667
23.8,28.7,20.5,-,73,6.9,5.7,9.4,43.667
23.8,28.7,20.5,-,73,6.9,5.7,9.4,43.667
22.6,28.8,20.4,-,82,6.9,5.6,7.6,29.833000000000002
22.6,28.8,20.4,-,82,6.9,5.6,7.6,29.833000000000002
22.6,28.8,20.4,-,82,6.9,5.6,7.6,29.833000000000002
22.2,27.3,20.2,-,84,6.3,5.9,9.4,35.208
22.2,27.3,20.2,-,84,6.3,5.9,9.4,35.208
22.2,27.3,20.2,-,84,6.3,5.9,9.4,35.208
23.1,27.4,19.8,-,79,6.3,5.0,7.6,37.625
23.1,27.4,19.8,-,79,6.3,5.0,7.6,37.625
23.1,27.4,19.8,-,79,6.3,5.0,7.6,37.625
23.1,28.3,20.2,-,81,5.8,4.6,7.6,41.458
23.1,28.3,20.2,-,81,5.8,4.6,7.6,41.458
23.1,28.3,20.2,-,81,5.8,4.6,7.6,41.458
21.4,27.0,19.7,-,90,6.3,5.4,7.6,38.583
21.4,27.0,19.7,-,90,6.3,5.4,7.6,38.583
21.4,27.0,19.7,-,90,6.3,5.4,7.6,38.583
21.3,27.0,19.7,-,93,6.3,5.4,7.6,36.0
21.3,27.0,19.7,-,93,6.3,5.4,7.6,36.0
21.3,27.0,19.7,-,93,6.3,5.4,7.6,36.0
22.5,26.0,19.9,-,84,6.3,5.9,7.6,70.583
22.5,26.0,19.9,-,84,6.3,5.9,7.6,70.583
22.5,26.0,19.9,-,84,6.3,5.9,7.6,70.583
23.1,27.6,19.8,-,75,6.9,9.8,11.1,33.167
23.1,27.6,19.8,-,75,6.9,9.8,11.1,33.167
23.1,27.6,19.8,-,75,6.9,9.8,11.1,33.167
22.6,27.6,20.0,-,77,6.9,8.1,11.1,38.25
22.6,27.6,20.0,-,77,6.9,8.1,11.1,38.25
22.6,27.6,20.0,-,77,6.9,8.1,11.1,38.25
22.3,27.4,19.7,-,84,6.9,6.7,11.1,26.583000000000002
22.3,27.4,19.7,-,84,6.9,6.7,11.1,26.583000000000002
22.3,27.4,19.7,-,84,6.9,6.7,11.1,26.583000000000002
22.0,26.9,20.0,-,76,6.9,11.7,22.2,15.417
22.0,26.9,20.0,-,76,6.9,11.7,22.2,15.417
22.0,26.9,20.0,-,76,6.9,11.7,22.2,15.417
22.4,26.2,20.0,-,79,6.6,9.8,14.8,41.375
22.4,26.2,20.0,-,79,6.6,9.8,14.8,41.375
22.4,26.2,20.0,-,79,6.6,9.8,14.8,41.375
23.2,28.4,20.1,-,78,6.9,9.8,11.1,25.541999999999998
23.2,28.4,20.1,-,78,6.9,9.8,11.1,25.541999999999998
23.2,28.4,20.1,-,78,6.9,9.8,11.1,25.541999999999998
22.7,28.4,20.2,-,80,6.3,6.7,11.1,28.375
22.7,28.4,20.2,-,80,6.3,6.7,11.1,28.375
22.7,28.4,20.2,-,80,6.3,6.7,11.1,28.375
23.4,28.0,20.1,-,76,6.9,6.3,7.6,50.333
23.4,28.0,20.1,-,76,6.9,6.3,7.6,50.333
23.4,28.0,20.1,-,76,6.9,6.3,7.6,50.333
23.9,29.5,20.6,-,74,6.3,6.1,9.4,35.375
23.9,29.5,20.6,-,74,6.3,6.1,9.4,35.375
23.9,29.5,20.6,-,74,6.3,6.1,9.4,35.375
23.7,29.5,20.9,-,76,6.9,6.3,9.4,31.916999999999998
23.7,29.5,20.9,-,76,6.9,6.3,9.4,31.916999999999998
23.7,29.5,20.9,-,76,6.9,6.3,9.4,31.916999999999998
22.9,27.8,20.4,-,83,6.3,4.4,5.4,35.292
22.9,27.8,20.4,-,83,6.3,4.4,5.4,35.292
22.9,27.8,20.4,-,83,6.3,4.4,5.4,35.292
21.3,27.8,19.8,-,88,5.5,4.6,7.6,26.833000000000002
21.3,27.8,19.8,-,88,5.5,4.6,7.6,26.833000000000002
21.3,27.8,19.8,-,88,5.5,4.6,7.6,26.833000000000002
20.7,25.1,19.0,-,89,6.9,4.4,5.4,21.125
20.7,25.1,19.0,-,89,6.9,4.4,5.4,21.125
20.7,25.1,19.0,-,89,6.9,4.4,5.4,21.125
22.6,26.8,19.6,-,81,6.3,8.5,14.8,35.708
22.6,26.8,19.6,-,81,6.3,8.5,14.8,35.708
22.6,26.8,19.6,-,81,6.3,8.5,14.8,35.708
22.4,26.7,19.7,-,81,5.5,6.7,9.4,43.583
22.4,26.7,19.7,-,81,5.5,6.7,9.4,43.583
22.4,26.7,19.7,-,81,5.5,6.7,9.4,43.583
22.7,28.4,20.1,-,77,6.9,6.7,7.6,46.042
22.7,28.4,20.1,-,77,6.9,6.7,7.6,46.042
22.7,28.4,20.1,-,77,6.9,6.7,7.6,46.042
22.4,26.7,19.5,-,82,6.3,5.2,7.6,82.875
22.4,26.7,19.5,-,82,6.3,5.2,7.6,82.875
22.4,26.7,19.5,-,82,6.3,5.2,7.6,82.875
23.9,29.0,19.5,-,73,6.3,4.6,7.6,64.917
23.9,29.0,19.5,-,73,6.3,4.6,7.6,64.917
23.9,29.0,19.5,-,73,6.3,4.6,7.6,64.917
24.2,29.7,19.9,-,69,6.9,3.9,5.4,30.666999999999998
24.2,29.7,19.9,-,69,6.9,3.9,5.4,30.666999999999998
24.2,29.7,19.9,-,69,6.9,3.9,5.4,30.666999999999998
24.6,30.1,21.9,-,77,6.9,1.5,5.4,34.417
24.6,30.1,21.9,-,77,6.9,1.5,5.4,34.417
24.6,30.1,21.9,-,77,6.9,1.5,5.4,34.417
24.3,30.8,19.2,-,72,6.9,0.9,3.5,33.167
24.3,30.8,19.2,-,72,6.9,0.9,3.5,33.167
24.3,30.8,19.2,-,72,6.9,0.9,3.5,33.167
23.9,31.4,19.0,-,76,6.9,1.5,5.4,30.625
23.9,31.4,19.0,-,76,6.9,1.5,5.4,30.625
23.9,31.4,19.0,-,76,6.9,1.5,5.4,30.625
22.9,31.4,19.5,-,80,6.9,3.7,11.1,30.333000000000002
22.9,31.4,19.5,-,80,6.9,3.7,11.1,30.333000000000002
22.9,31.4,19.5,-,80,6.9,3.7,11.1,30.333000000000002
22.2,27.7,20.0,-,85,6.3,4.8,7.6,0.0
22.2,27.7,20.0,-,85,6.3,4.8,7.6,0.0
22.2,27.7,20.0,-,85,6.3,4.8,7.6,0.0
21.8,25.4,19.5,-,89,5.5,2.8,5.4,0.0
21.8,25.4,19.5,-,89,5.5,2.8,5.4,0.0
21.8,25.4,19.5,-,89,5.5,2.8,5.4,0.0
21.7,25.4,19.1,-,84,5.5,3.3,5.4,0.0
21.7,25.4,19.1,-,84,5.5,3.3,5.4,0.0
21.7,25.4,19.1,-,84,5.5,3.3,5.4,0.0
22.9,27.4,19.8,-,87,6.6,4.1,5.4,76.875
22.9,27.4,19.8,-,87,6.6,4.1,5.4,76.875
22.9,27.4,19.8,-,87,6.6,4.1,5.4,76.875
23.2,27.5,20.5,-,87,6.9,3.0,5.4,83.458
23.2,27.5,20.5,-,87,6.9,3.0,5.4,83.458
23.2,27.5,20.5,-,87,6.9,3.0,5.4,83.458
23.0,27.5,20.6,-,84,4.8,4.4,5.4,71.667
23.0,27.5,20.6,-,84,4.8,4.4,5.4,71.667
23.0,27.5,20.6,-,84,4.8,4.4,5.4,71.667
23.2,28.8,20.5,-,81,6.3,7.6,11.1,69.708
23.2,28.8,20.5,-,81,6.3,7.6,11.1,69.708
23.2,28.8,20.5,-,81,6.3,7.6,11.1,69.708
22.1,28.4,20.6,-,85,6.9,8.0,18.3,62.375
22.1,28.4,20.6,-,85,6.9,8.0,18.3,62.375
22.1,28.4,20.6,-,85,6.9,8.0,18.3,62.375
23.1,27.9,20.2,-,80,6.9,5.9,11.1,24.875
23.1,27.9,20.2,-,80,6.9,5.9,11.1,24.875
23.1,27.9,20.2,-,80,6.9,5.9,11.1,24.875
23.8,28.3,19.4,-,73,7.7,3.9,5.4,43.958
23.8,28.3,19.4,-,73,7.7,3.9,5.4,43.958
23.8,28.3,19.4,-,73,7.7,3.9,5.4,43.958
24.7,30.4,19.5,-,68,9.2,5.0,7.6,41.5
24.7,30.4,19.5,-,68,9.2,5.0,7.6,41.5
24.7,30.4,19.5,-,68,9.2,5.0,7.6,41.5
24.9,30.8,20.0,-,64,7.7,4.4,7.6,38.792
24.9,30.8,20.0,-,64,7.7,4.4,7.6,38.792
24.9,30.8,20.0,-,64,7.7,4.4,7.6,38.792
23.8,29.5,19.6,-,73,6.9,5.0,7.6,30.333000000000002
23.8,29.5,19.6,-,73,6.9,5.0,7.6,30.333000000000002
23.8,29.5,19.6,-,73,6.9,5.0,7.6,30.333000000000002
24.2,29.5,21.1,-,73,6.9,6.3,11.1,26.666999999999998
24.2,29.5,21.1,-,73,6.9,6.3,11.1,26.666999999999998
24.2,29.5,21.1,-,73,6.9,6.3,11.1,26.666999999999998
23.6,28.9,20.3,-,72,6.3,4.8,7.6,29.0
23.6,28.9,20.3,-,72,6.3,4.8,7.6,29.0
